"id"	"geneNum"	"description"	"BaiduTrans"	"gene"
"5626467"	"4"	"RHO GTPases activate IQGAPs"	"RHO-gtpase激活IQGAPs"	"YBR109C,YFL039C,YLR229C,YPL242C"
"5627123"	"7"	"RHO GTPases activate PAKs"	"RHO-gtpase激活PAKs"	"YGL106W,YHL007C,YHR023W,YLR229C,YNL298W,YOL113W,YPR188C"
"5628897"	"4"	"TP53 Regulates Metabolic Genes"	"TP53调节代谢基因"	"YBR196C,YML028W,YNL241C,YPL091W"
"5633007"	"41"	"Regulation of TP53 Activity"	"TP53活性的调节"	"YAL040C,YBL088C,YBR160W,YBR270C,YDL101C,YDL159W,YDR208W,YER093C,YGL207W,YGR108W,YGR109C,YHR090C,YHR205W,YIL035C,YIL148W,YJL058C,YJL128C,YJR017C,YJR082C,YKL126W,YKL203C,YKR094C,YLR167W,YML069W,YMR199W,YMR233W,YNL006W,YNL097C,YOL078W,YOL100W,YOR039W,YOR061W,YOR064C,YOR231W,YOR244W,YOR295W,YPL140C,YPL256C,YPR031W,YPR119W,YPR120C"
"5633008"	"9"	"TP53 Regulates Transcription of Cell Death Genes"	"TP53调节细胞死亡基因的转录"	"YBL088C,YDR185C,YJL005W,YJL031C,YKL053C-A,YLR168C,YLR193C,YOR370C,YPR176C"
"5652084"	"7"	"Fructose metabolism"	"果糖代谢"	"YDL246C,YER073W,YJR159W,YLR070C,YML070W,YOR374W,YPL061W"
"5652227"	"3"	"Fructose biosynthesis"	"果糖生物合成"	"YDL246C,YJR159W,YLR070C"
"5653656"	"152"	"Vesicle-mediated transport"	"囊泡介导的转运"	"YAL007C,YAL014C,YAL030W,YAR002C-A,YBL037W,YBL040C,YBL047C,YBL050W,YBL078C,YBR059C,YBR080C,YBR131W,YBR164C,YBR254C,YCL008C,YCR030C,YDL018C,YDL058W,YDL137W,YDL145C,YDL161W,YDL192W,YDL195W,YDL226C,YDL234C,YDR137W,YDR139C,YDR153C,YDR189W,YDR208W,YDR238C,YDR246W,YDR407C,YDR468C,YDR472W,YDR481C,YDR486C,YDR498C,YDR517W,YEL022W,YER122C,YER136W,YFL005W,YFL027C,YFL038C,YFL039C,YFL047W,YFR051C,YGL002W,YGL098W,YGL124C,YGL137W,YGL145W,YGL200C,YGL206C,YGR009C,YGR167W,YGR241C,YGR284C,YHL019C,YHL031C,YHR098C,YHR110W,YHR161C,YIL004C,YIL076W,YIL095W,YIL109C,YIL148W,YIR006C,YJL004C,YJR005W,YJR031C,YJR058C,YJR102C,YJR125C,YJR134C,YKL002W,YKL006C-A,YKL041W,YKL135C,YKL196C,YKL209C,YKR001C,YKR068C,YKR094C,YKR103W,YLL001W,YLL038C,YLR025W,YLR026C,YLR039C,YLR078C,YLR093C,YLR119W,YLR167W,YLR170C,YLR181C,YLR206W,YLR208W,YLR262C,YLR268W,YLR417W,YML001W,YML012W,YML077W,YMR006C,YMR008C,YMR017W,YMR032W,YMR077C,YMR183C,YMR197C,YMR218C,YMR276W,YNL012W,YNL020C,YNL049C,YNL084C,YNL204C,YNL258C,YNL272C,YNL287W,YNR026C,YOL011W,YOL018C,YOL062C,YOR016C,YOR022C,YOR036W,YOR075W,YOR106W,YOR115C,YOR211C,YOR216C,YOR298W,YOR327C,YOR370C,YPL002C,YPL010W,YPL051W,YPL065W,YPL085W,YPL204W,YPL218W,YPL232W,YPL249C,YPL259C,YPR029C,YPR095C,YPR173C,YPR181C"
"5653890"	"2"	"Lactose synthesis"	"乳糖合成"	"YBR241C,YGL104C"
"5655862"	"14"	"Translesion synthesis by POLK"	"POLK法合成转移酶"	"YAR007C,YBR087W,YBR088C,YIL139C,YIL148W,YJR068W,YKR094C,YLR167W,YNL290W,YNL312W,YOL094C,YOR217W,YOR346W,YPL167C"
"5656121"	"14"	"Translesion synthesis by POLI"	"POLI转粘着合成"	"YAR007C,YBR087W,YBR088C,YIL139C,YIL148W,YJR068W,YKR094C,YLR167W,YNL290W,YNL312W,YOL094C,YOR217W,YOR346W,YPL167C"
"5656169"	"16"	"Termination of translesion DNA synthesis"	"易位DNA合成的终止"	"YAR007C,YBR087W,YBR088C,YBR278W,YDR069C,YDR121W,YER144C,YJL065C,YJL197W,YJR068W,YNL262W,YNL290W,YNL312W,YOL094C,YOR217W,YPR175W"
"5661270"	"4"	"Formation of xylulose-5-phosphate"	"5-磷酸木酮糖的形成"	"YDL246C,YGR194C,YJR159W,YLR070C"
"5663213"	"8"	"RHO GTPases Activate WASPs and WAVEs"	"RHO GTP酶激活WASP和WAVE"	"YBR234C,YDL029W,YFL039C,YIL062C,YJR065C,YKL013C,YLR370C,YNR035C"
"5668541"	"34"	"TNFR2 non-canonical NF-kB pathway"	"TNFR2非标准NF-kB途径"	"YBL041W,YCR073C,YDL007W,YDL097C,YDL147W,YDR394W,YDR427W,YER012W,YER021W,YER094C,YFL007W,YFR004W,YFR050C,YFR052W,YGL011C,YGL048C,YGR135W,YGR253C,YHR027C,YHR200W,YIL007C,YIL075C,YJL001W,YKL145W,YML092C,YMR314W,YOL038W,YOR117W,YOR157C,YOR259C,YOR261C,YOR362C,YPR103W,YPR108W"
"5668599"	"5"	"RHO GTPases Activate NADPH Oxidases"	"RHO GTPases激活NADPH氧化酶"	"YBL105C,YBR097W,YBR200W,YJR017C,YLR240W"
"5673001"	"12"	"RAF/MAP kinase cascade"	"RAF/MAP激酶级联"	"YBL016W,YDL090C,YDL159W,YDL230W,YER075C,YGR040W,YHR030C,YIL113W,YKL019W,YLR118C,YNL053W,YOR208W"
"5674135"	"4"	"MAP2K and MAPK activation"	"MAP2K和MAPK激活"	"YBL016W,YDL159W,YGR040W,YHR030C"
"5674499"	"4"	"Negative feedback regulation of MAPK pathway"	"MAPK通路的负反馈调节"	"YBL016W,YDL159W,YGR040W,YHR030C"
"5675221"	"9"	"Negative regulation of MAPK pathway"	"MAPK通路的负调控"	"YBL016W,YDL159W,YDL230W,YER075C,YGR040W,YHR030C,YIL113W,YNL053W,YOR208W"
"5676590"	"1"	"NIK-->noncanonical NF-kB signaling"	"NIK-->非标准NF-kB信号"	"YCR073C"
"5683057"	"73"	"MAPK family signaling cascades"	"MAPK家族信号级联"	"YAL040C,YBL016W,YBL041W,YDL007W,YDL090C,YDL097C,YDL147W,YDL159W,YDL225W,YDL230W,YDR218C,YDR394W,YDR427W,YER012W,YER021W,YER075C,YER094C,YFL007W,YFR004W,YFR028C,YFR050C,YFR052W,YGL011C,YGL048C,YGR040W,YGR059W,YGR108W,YGR109C,YGR135W,YGR218W,YGR253C,YHL007C,YHR027C,YHR030C,YHR107C,YHR200W,YIL007C,YIL075C,YIL113W,YIL148W,YJL001W,YJL164C,YJR076C,YKL019W,YKL145W,YKL166C,YKL171W,YKR094C,YLR118C,YLR167W,YLR229C,YLR314C,YML092C,YMR199W,YMR314W,YNL007C,YNL053W,YNL298W,YOL038W,YOL113W,YOR117W,YOR157C,YOR208W,YOR259C,YOR261C,YOR362C,YPL203W,YPL256C,YPR054W,YPR103W,YPR108W,YPR119W,YPR120C"
"5684996"	"12"	"MAPK1/MAPK3 signaling"	"MAPK1/MAPK3信号传导"	"YBL016W,YDL090C,YDL159W,YDL230W,YER075C,YGR040W,YHR030C,YIL113W,YKL019W,YLR118C,YNL053W,YOR208W"
"5685938"	"1"	"HDR through Single Strand Annealing (SSA)"	"通过单链退火（SSA）的HDR"	"YML032C"
"5685942"	"6"	"HDR through Homologous Recombination (HRR)"	"通过同源重组（HRR）的HDR"	"YBR098W,YDR386W,YDR477W,YER095W,YJR059W,YKL198C"
"5686938"	"1"	"Regulation of TLR by endogenous ligand"	"内源性配体对TLR的调节"	"YBR089C-A"
"5687128"	"61"	"MAPK6/MAPK4 signaling"	"MAPK6/MAPK4信号"	"YAL040C,YBL041W,YDL007W,YDL097C,YDL147W,YDL225W,YDR218C,YDR394W,YDR427W,YER012W,YER021W,YER094C,YFL007W,YFR004W,YFR028C,YFR050C,YFR052W,YGL011C,YGL048C,YGR059W,YGR108W,YGR109C,YGR135W,YGR218W,YGR253C,YHL007C,YHR027C,YHR107C,YHR200W,YIL007C,YIL075C,YIL148W,YJL001W,YJL164C,YJR076C,YKL145W,YKL166C,YKL171W,YKR094C,YLR167W,YLR229C,YLR314C,YML092C,YMR199W,YMR314W,YNL007C,YNL298W,YOL038W,YOL113W,YOR117W,YOR157C,YOR259C,YOR261C,YOR362C,YPL203W,YPL256C,YPR054W,YPR103W,YPR108W,YPR119W,YPR120C"
"5688426"	"76"	"Deubiquitination"	"氘化"	"YAL034C,YAL040C,YBL002W,YBL003C,YBL041W,YBL067C,YBL113C,YBR058C,YDL007W,YDL097C,YDL126C,YDL147W,YDR139C,YDR167W,YDR176W,YDR190C,YDR224C,YDR225W,YDR394W,YDR427W,YDR448W,YER012W,YER021W,YER094C,YFL007W,YFL044C,YFR004W,YFR010W,YFR050C,YFR052W,YGL011C,YGL048C,YGR108W,YGR109C,YGR135W,YGR252W,YGR253C,YHL050C,YHR027C,YHR200W,YIL007C,YIL075C,YIL148W,YIL177C,YJL001W,YJL225C,YJR099W,YKL145W,YKR094C,YLR167W,YLR441C,YML063W,YML092C,YML133C,YMR199W,YMR223W,YMR233W,YMR236W,YMR304W,YMR314W,YNL128W,YNL339C,YOL038W,YOR117W,YOR157C,YOR259C,YOR261C,YOR295W,YOR338W,YOR362C,YPL120W,YPL256C,YPR103W,YPR108W,YPR119W,YPR120C"
"5689603"	"5"	"UCH proteinases"	"UCH蛋白酶"	"YDR139C,YIL148W,YJR099W,YKR094C,YLR167W"
"5689880"	"72"	"Ub-specific processing proteases"	"Ub特异性加工蛋白酶"	"YAL034C,YAL040C,YBL002W,YBL003C,YBL041W,YBL067C,YBL113C,YBR058C,YDL007W,YDL097C,YDL147W,YDR167W,YDR176W,YDR190C,YDR224C,YDR225W,YDR394W,YDR427W,YDR448W,YER012W,YER021W,YER094C,YFL007W,YFR004W,YFR010W,YFR050C,YFR052W,YGL011C,YGL048C,YGR108W,YGR109C,YGR135W,YGR252W,YGR253C,YHL050C,YHR027C,YHR200W,YIL007C,YIL075C,YIL148W,YIL177C,YJL001W,YJL225C,YKL145W,YKR094C,YLR167W,YLR441C,YML063W,YML092C,YML133C,YMR199W,YMR223W,YMR233W,YMR236W,YMR304W,YMR314W,YNL128W,YNL339C,YOL038W,YOR117W,YOR157C,YOR259C,YOR261C,YOR295W,YOR338W,YOR362C,YPL120W,YPL256C,YPR103W,YPR108W,YPR119W,YPR120C"
"5689896"	"2"	"Ovarian tumor domain proteases"	"卵巢肿瘤结构域蛋白酶"	"YDL126C,YFL044C"
"5689901"	"4"	"Metalloprotease DUBs"	"金属蛋白酶DUBs"	"YFR004W,YIL148W,YKR094C,YLR167W"
"5693532"	"34"	"DNA Double-Strand Break Repair"	"DNA双链断裂修复"	"YBL002W,YBL003C,YBL052C,YBL088C,YBR009C,YBR098W,YDL064W,YDL101C,YDR092W,YDR096W,YDR217C,YDR224C,YDR225W,YDR386W,YDR409W,YDR477W,YDR510W,YER095W,YER169W,YGL087C,YGR123C,YIL148W,YJL168C,YJR059W,YKL049C,YKL198C,YKR094C,YLR167W,YML032C,YMR224C,YNL030W,YNL116W,YNL250W,YOR156C"
"5693537"	"2"	"Resolution of D-Loop Structures"	"D-环结构的解析"	"YBR098W,YDR386W"
"5693538"	"7"	"Homology Directed Repair"	"同源定向修复"	"YBR098W,YDR386W,YDR477W,YER095W,YJR059W,YKL198C,YML032C"
"5693548"	"4"	"Sensing of DNA Double Strand Breaks"	"DNA双链断裂的传感"	"YBL052C,YBL088C,YMR224C,YNL250W"
"5693565"	"27"	"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"	"DNA双链断裂时修复和信号蛋白的募集和ATM介导的磷酸化"	"YBL002W,YBL003C,YBL052C,YBL088C,YBR009C,YDL064W,YDL101C,YDR092W,YDR096W,YDR217C,YDR224C,YDR225W,YDR409W,YDR510W,YER169W,YGL087C,YGR123C,YIL148W,YJL168C,YKL049C,YKR094C,YLR167W,YMR224C,YNL030W,YNL116W,YNL250W,YOR156C"
"5693567"	"7"	"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)"	"通过同源重组（HRR）或单链退火（SSA）进行HDR"	"YBR098W,YDR386W,YDR477W,YER095W,YJR059W,YKL198C,YML032C"
"5693568"	"2"	"Resolution of D-loop Structures through Holliday Junction Intermediates"	"通过Holliday结中间体解析D环结构"	"YBR098W,YDR386W"
"5693579"	"4"	"Homologous DNA Pairing and Strand Exchange"	"同源DNA配对和链交换"	"YDR477W,YER095W,YJR059W,YKL198C"
"5693606"	"27"	"DNA Double Strand Break Response"	"DNA双链断裂反应"	"YBL002W,YBL003C,YBL052C,YBL088C,YBR009C,YDL064W,YDL101C,YDR092W,YDR096W,YDR217C,YDR224C,YDR225W,YDR409W,YDR510W,YER169W,YGL087C,YGR123C,YIL148W,YJL168C,YKL049C,YKR094C,YLR167W,YMR224C,YNL030W,YNL116W,YNL250W,YOR156C"
"5693616"	"4"	"Presynaptic phase of homologous DNA pairing and strand exchange"	"同源DNA配对和链交换的突触前阶段"	"YDR477W,YER095W,YJR059W,YKL198C"
"5694530"	"8"	"Cargo concentration in the ER"	"货柜码头货物集中"	"YHR098C,YIL109C,YLR026C,YLR078C,YLR268W,YNL049C,YPL218W,YPR181C"
"5696395"	"18"	"Formation of Incision Complex in GG-NER"	"GG-NER切口复合体的形成"	"YDL108W,YDR079C-A,YDR311W,YDR314C,YDR460W,YEL037C,YER171W,YIL143C,YIL148W,YJL047C,YKR094C,YLR005W,YLR167W,YMR201C,YOL133W,YPL122C,YPR025C,YPR056W"
"5696397"	"7"	"Gap-filling DNA repair synthesis and ligation in GG-NER"	"GG-NER中间隙填充DNA修复合成和连接"	"YAR007C,YBR087W,YJR068W,YNL290W,YNL312W,YOL094C,YOR217W"
"5696398"	"54"	"Nucleotide Excision Repair"	"核苷酸切除修复"	"YAR007C,YBR087W,YBR088C,YBR154C,YBR278W,YDL108W,YDL140C,YDL164C,YDR030C,YDR079C-A,YDR121W,YDR311W,YDR314C,YDR404C,YDR416W,YDR460W,YEL037C,YER171W,YGL043W,YGL070C,YGR258C,YHR143W-A,YIL021W,YIL143C,YIL148W,YJL047C,YJL065C,YJL140W,YJR035W,YJR050W,YJR068W,YKL005C,YKR094C,YLL036C,YLR005W,YLR167W,YMR201C,YMR304W,YNL262W,YNL290W,YNL312W,YOL005C,YOL094C,YOL133W,YOR151C,YOR210W,YOR217W,YOR224C,YPL022W,YPL122C,YPR025C,YPR056W,YPR175W,YPR187W"
"5696399"	"25"	"Global Genome Nucleotide Excision Repair (GG-NER)"	"全球基因组核苷酸切除修复（GG-NER）"	"YAR007C,YBR087W,YDL108W,YDR079C-A,YDR311W,YDR314C,YDR460W,YEL037C,YER171W,YIL143C,YIL148W,YJL047C,YJR068W,YKR094C,YLR005W,YLR167W,YMR201C,YNL290W,YNL312W,YOL094C,YOL133W,YOR217W,YPL122C,YPR025C,YPR056W"
"597592"	"283"	"Post-translational protein modification"	"翻译后蛋白质修饰"	"YAL007C,YAL034C,YAL040C,YAL058W,YAR002C-A,YBL002W,YBL003C,YBL040C,YBL041W,YBL050W,YBL067C,YBL071W-A,YBL079W,YBL082C,YBL103C,YBL113C,YBR002C,YBR004C,YBR009C,YBR058C,YBR080C,YBR082C,YBR088C,YBR110W,YBR118W,YBR243C,YBR254C,YCL043C,YCR065W,YDL003W,YDL007W,YDL018C,YDL058W,YDL064W,YDL088C,YDL097C,YDL103C,YDL105W,YDL116W,YDL126C,YDL132W,YDL137W,YDL145C,YDL147W,YDL192W,YDL193W,YDL195W,YDL226C,YDR002W,YDR054C,YDR059C,YDR139C,YDR167W,YDR176W,YDR177W,YDR189W,YDR190C,YDR217C,YDR224C,YDR225W,YDR238C,YDR244W,YDR246W,YDR265W,YDR288W,YDR314C,YDR328C,YDR385W,YDR390C,YDR394W,YDR407C,YDR409W,YDR410C,YDR427W,YDR448W,YDR472W,YDR481C,YDR510W,YDR517W,YDR518W,YEL012W,YEL019C,YEL022W,YEL034W,YEL058W,YER003C,YER012W,YER021W,YER031C,YER094C,YER107C,YER122C,YFL005W,YFL007W,YFL008W,YFL017C,YFL027C,YFL038C,YFL044C,YFL045C,YFL049W,YFR002W,YFR004W,YFR010W,YFR050C,YFR051C,YFR052W,YGL002W,YGL011C,YGL048C,YGL058W,YGL065C,YGL100W,YGL137W,YGL142C,YGL153W,YGL200C,YGL210W,YGR001C,YGR036C,YGR108W,YGR109C,YGR119C,YGR135W,YGR252W,YGR253C,YHL031C,YHL050C,YHR027C,YHR068W,YHR090C,YHR098C,YHR110W,YHR200W,YIL004C,YIL007C,YIL026C,YIL049W,YIL064W,YIL075C,YIL076W,YIL103W,YIL109C,YIL131C,YIL148W,YIL177C,YJL001W,YJL031C,YJL039C,YJL061W,YJL074C,YJL091C,YJL132W,YJL141C,YJL225C,YJR031C,YJR042W,YJR047C,YJR070C,YJR099W,YKL006C-A,YKL057C,YKL104C,YKL145W,YKL165C,YKL191W,YKL196C,YKL210W,YKL213C,YKR068C,YKR082W,YKR084C,YKR094C,YKR095W,YLL024C,YLL029W,YLR007W,YLR026C,YLR057W,YLR078C,YLR097C,YLR128W,YLR137W,YLR143W,YLR167W,YLR172C,YLR191W,YLR208W,YLR262C,YLR268W,YLR306W,YLR383W,YLR441C,YML001W,YML012W,YML031W,YML032C,YML063W,YML077W,YML088W,YML092C,YML103C,YML133C,YMR013C,YMR022W,YMR026C,YMR047C,YMR085W,YMR199W,YMR218C,YMR223W,YMR233W,YMR235C,YMR236W,YMR281W,YMR304W,YMR314W,YNL021W,YNL024C,YNL030W,YNL049C,YNL088W,YNL093W,YNL097C,YNL112W,YNL128W,YNL204C,YNL219C,YNL287W,YNL304W,YNL339C,YNR026C,YNR030W,YNR043W,YOL006C,YOL034W,YOL038W,YOL133W,YOR002W,YOR016C,YOR022C,YOR036W,YOR064C,YOR067C,YOR076C,YOR089C,YOR098C,YOR106W,YOR115C,YOR117W,YOR133W,YOR149C,YOR156C,YOR157C,YOR259C,YOR261C,YOR295W,YOR310C,YOR338W,YOR339C,YOR362C,YOR370C,YPL003W,YPL010W,YPL020C,YPL085W,YPL120W,YPL190C,YPL204W,YPL218W,YPL227C,YPL256C,YPR066W,YPR068C,YPR080W,YPR095C,YPR103W,YPR108W,YPR119W,YPR120C,YPR176C,YPR180W,YPR181C"
"611105"	"15"	"Respiratory electron transport"	"呼吸电子传递"	"Q0105,YBL045C,YDR529C,YEL024W,YEL039C,YFR033C,YGR183C,YGR207C,YHR024C,YJL166W,YJR048W,YLR163C,YOR065W,YOR356W,YPR004C"
"622312"	"3"	"Inflammasomes"	"炎性体"	"YMR186W,YOR057W,YPL240C"
"674695"	"66"	"RNA Polymerase II Pre-transcription Events"	"RNA聚合酶II转录前事件"	"YBR154C,YBR198C,YBR279W,YCR042C,YDL108W,YDL140C,YDR079C-A,YDR145W,YDR167W,YDR311W,YDR404C,YDR460W,YER148W,YER171W,YGL043W,YGL070C,YGL112C,YGL207W,YGL213C,YGL244W,YGR005C,YGR063C,YGR116W,YGR186W,YGR274C,YHR143W-A,YIL021W,YIL143C,YJL006C,YJL140W,YKL005C,YKL028W,YKL058W,YKL139W,YKR062W,YLR005W,YLR226W,YLR418C,YML010W,YML015C,YML069W,YML098W,YMR005W,YMR125W,YMR227C,YMR236W,YMR277W,YNL107W,YNL230C,YOL005C,YOL145C,YOR123C,YOR151C,YOR194C,YOR210W,YOR213C,YOR224C,YPL046C,YPL122C,YPL129W,YPL178W,YPR025C,YPR056W,YPR086W,YPR133C,YPR187W"
"6781823"	"36"	"Formation of TC-NER Pre-Incision Complex"	"TC-NER切口前复合体的形成"	"YBR154C,YDL108W,YDL140C,YDR030C,YDR079C-A,YDR311W,YDR404C,YDR416W,YDR460W,YER171W,YGL043W,YGL070C,YHR143W-A,YIL021W,YIL143C,YIL148W,YJL047C,YJL140W,YJR035W,YJR050W,YKL005C,YKR094C,YLL036C,YLR005W,YLR167W,YMR201C,YMR304W,YOL005C,YOL133W,YOR151C,YOR210W,YOR224C,YPL122C,YPR025C,YPR056W,YPR187W"
"6781827"	"52"	"Transcription-Coupled Nucleotide Excision Repair (TC-NER)"	"转录偶联核苷酸切除修复（TC-NER）"	"YAR007C,YBR087W,YBR088C,YBR154C,YBR278W,YDL108W,YDL140C,YDL164C,YDR030C,YDR079C-A,YDR121W,YDR311W,YDR404C,YDR416W,YDR460W,YER171W,YGL043W,YGL070C,YGR258C,YHR143W-A,YIL021W,YIL143C,YIL148W,YJL047C,YJL065C,YJL140W,YJR035W,YJR050W,YJR068W,YKL005C,YKR094C,YLL036C,YLR005W,YLR167W,YMR201C,YMR304W,YNL262W,YNL290W,YNL312W,YOL005C,YOL094C,YOL133W,YOR151C,YOR210W,YOR217W,YOR224C,YPL022W,YPL122C,YPR025C,YPR056W,YPR175W,YPR187W"
"6782135"	"51"	"Dual incision in TC-NER"	"TC-NER双切口手术"	"YAR007C,YBR087W,YBR088C,YBR154C,YBR278W,YDL108W,YDL140C,YDR030C,YDR079C-A,YDR121W,YDR311W,YDR404C,YDR416W,YDR460W,YER171W,YGL043W,YGL070C,YGR258C,YHR143W-A,YIL021W,YIL143C,YIL148W,YJL047C,YJL065C,YJL140W,YJR035W,YJR050W,YJR068W,YKL005C,YKR094C,YLL036C,YLR005W,YLR167W,YMR201C,YMR304W,YNL262W,YNL290W,YNL312W,YOL005C,YOL094C,YOL133W,YOR151C,YOR210W,YOR217W,YOR224C,YPL022W,YPL122C,YPR025C,YPR056W,YPR175W,YPR187W"
"6782210"	"43"	"Gap-filling DNA repair synthesis and ligation in TC-NER"	"TC-NER中间隙填充DNA修复合成和连接"	"YAR007C,YBR087W,YBR154C,YDL108W,YDL140C,YDL164C,YDR030C,YDR079C-A,YDR311W,YDR404C,YDR416W,YDR460W,YER171W,YGL043W,YGL070C,YHR143W-A,YIL021W,YIL143C,YIL148W,YJL047C,YJL140W,YJR035W,YJR050W,YJR068W,YKL005C,YKR094C,YLL036C,YLR005W,YLR167W,YMR304W,YNL290W,YNL312W,YOL005C,YOL094C,YOL133W,YOR151C,YOR210W,YOR217W,YOR224C,YPL122C,YPR025C,YPR056W,YPR187W"
"6783984"	"4"	"Glycine degradation"	"甘氨酸降解"	"YAL044C,YDR019C,YFL018C,YMR189W"
"6791226"	"121"	"Major pathway of rRNA processing in the nucleolus and cytosol"	"核仁和细胞质中rRNA加工的主要途径"	"YBL004W,YBL072C,YBR048W,YBR181C,YBR189W,YBR247C,YCL031C,YCL059C,YCR031C,YCR035C,YCR047C,YCR057C,YDL014W,YDL060W,YDL083C,YDL111C,YDL148C,YDL153C,YDR025W,YDR064W,YDR280W,YDR324C,YDR339C,YDR398W,YDR447C,YDR449C,YDR450W,YEL026W,YER006W,YER074W,YER082C,YER102W,YGL123W,YGL171W,YGL189C,YGR027C,YGR090W,YGR095C,YGR103W,YGR118W,YGR158C,YGR195W,YGR214W,YHL015W,YHR021C,YHR062C,YHR065C,YHR069C,YHR081W,YHR085W,YHR148W,YHR169W,YHR197W,YHR203C,YIL069C,YIL091C,YIL148W,YIR015W,YJL050W,YJL069C,YJL109C,YJL136C,YJL190C,YJL191W,YJR002W,YJR123W,YJR145C,YKL099C,YKL143W,YKL156W,YKL172W,YKR063C,YKR094C,YLL011W,YLL035W,YLR129W,YLR167W,YLR186W,YLR197W,YLR222C,YLR264W,YLR388W,YLR409C,YML017W,YML026C,YML063W,YML093W,YMR049C,YMR093W,YMR128W,YMR143W,YMR229C,YMR230W,YNL075W,YNL178W,YNL182C,YNL207W,YNL232W,YNL302C,YOL010W,YOL040C,YOL121C,YOL142W,YOR001W,YOR056C,YOR096W,YOR119C,YOR145C,YOR272W,YOR287C,YOR293W,YOR310C,YOR369C,YPL020C,YPL090C,YPL126W,YPL204W,YPL217C,YPR132W,YPR137W,YPR144C"
"6791312"	"2"	"TP53 Regulates Transcription of Cell Cycle Genes"	"TP53调节细胞周期基因的转录"	"YMR001C,YMR036C"
"6796648"	"36"	"TP53 Regulates Transcription of DNA Repair Genes"	"TP53调节DNA修复基因的转录"	"YBR154C,YDL108W,YDL140C,YDR079C-A,YDR311W,YDR404C,YDR460W,YER171W,YGL043W,YGL070C,YGL207W,YGR005C,YGR063C,YGR186W,YHR143W-A,YIL021W,YIL143C,YJL006C,YJL140W,YKL005C,YKL139W,YLR005W,YLR226W,YML010W,YML069W,YMR277W,YNL230C,YOL005C,YOR151C,YOR210W,YOR224C,YPL046C,YPL122C,YPR025C,YPR056W,YPR187W"
"6798695"	"165"	"Neutrophil degranulation"	"粒作用"	"YAL026C,YAL030W,YAL038W,YBL016W,YBL037W,YBL041W,YBL064C,YBL105C,YBR089C-A,YBR109C,YBR118W,YBR196C,YBR241C,YBR260C,YBR284W,YCL040W,YCR026C,YCR088W,YCR094W,YDL029W,YDL052C,YDL066W,YDL091C,YDL092W,YDL097C,YDL126C,YDL147W,YDR063W,YDR093W,YDR101C,YDR238C,YDR256C,YDR379W,YDR385W,YDR389W,YDR424C,YDR427W,YDR453C,YDR457W,YDR516C,YEL002C,YEL027W,YEL029C,YEL051W,YER021W,YER120W,YER132C,YER136W,YER155C,YER166W,YFL005W,YFL037W,YFR004W,YFR018C,YFR053C,YGL040C,YGL104C,YGL197W,YGL253W,YGR009C,YGR038W,YGR152C,YGR240C,YGR253C,YGR284C,YHR027C,YHR047C,YHR129C,YHR171W,YHR216W,YIL005W,YIL017C,YIL043C,YIL062C,YIL075C,YIL118W,YIL137C,YIL142W,YIL160C,YIR010W,YJL008C,YJL070C,YJL073W,YJL078C,YJL079C,YJL137C,YJL146W,YJR032W,YKL067W,YKL127W,YKL139W,YKL145W,YKL157W,YKL189W,YKR013W,YKR031C,YKR054C,YKR055W,YKR058W,YKR084C,YKR093W,YLL024C,YLR113W,YLR209C,YLR216C,YLR245C,YLR262C,YLR347C,YLR350W,YLR351C,YLR422W,YLR432W,YLR446W,YML001W,YML013W,YML019W,YML022W,YML028W,YML035C,YML056C,YML077W,YML092C,YMR017W,YMR054W,YMR106C,YMR110C,YMR162C,YMR186W,YMR205C,YMR278W,YMR284W,YNL045W,YNL090W,YNL138W,YNL265C,YNL304W,YOL110W,YOR039W,YOR042W,YOR076C,YOR085W,YOR089C,YOR117W,YOR127W,YOR133W,YOR157C,YOR204W,YOR261C,YOR270C,YOR320C,YOR327C,YOR347C,YPL111W,YPL115C,YPL123C,YPL154C,YPL170W,YPL240C,YPL242C,YPL259C,YPR080W,YPR108W,YPR160W,YPR165W,YPR184W"
"6803204"	"4"	"TP53 Regulates Transcription of Genes Involved in Cytochrome C Release"	"TP53调节细胞色素C释放相关基因的转录"	"YDR185C,YKL053C-A,YLR168C,YLR193C"
"6803205"	"3"	"TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain"	"TP53调节另外几个细胞死亡基因的转录，这些基因在p53依赖性凋亡中的具体作用尚不确定"	"YJL031C,YOR370C,YPR176C"
"6803207"	"2"	"TP53 Regulates Transcription of Caspase Activators and Caspases"	"TP53调节半胱天冬酶激活剂和半胱天冬酶的转录"	"YBL088C,YJL005W"
"6804115"	"2"	"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"	"TP53调节其他细胞周期基因的转录，这些基因在p53途径中的确切作用尚不确定"	"YMR001C,YMR036C"
"6804756"	"5"	"Regulation of TP53 Activity through Phosphorylation"	"通过磷酸化调节TP53活性"	"YGL207W,YIL035C,YML069W,YOR039W,YOR061W"
